IdCliente,apoyoTecnico ,serviciosDeAlimentos ,servicioTelefonico ,servicioDeTransporte ,lineasTelefonicas ,serviciosMedicos ,servicioDeInternet ,ServiciosEntrega,seguridadOnline ,serviciosParaMascotas ,copiasDeSeguridad ,serviciosEducativos ,StreamingTV ,servicioProteccio_nMovil ,StreamingMovies 
0233-FTHAV,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No
4644-PIZRT,No,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No
8922-NPKBJ,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
2740-TVLFN,No,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,No,No
7771-CFQRQ,Yes,No,Yes,No,No,No,DSL,No,No,No,Yes,No,No,No,Yes
9512-PHSMG,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6963-EZQEE,Yes,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes
2452-KDRRH,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes
2004-OCQXK,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,No,Yes
5027-QPKTE,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
4146-SVFUD,No,No,Yes,No,No,No,DSL,Yes,No,Yes,No,Yes,No,No,No
1564-HJUVY,Yes,No,Yes,No,No,Yes,DSL,No,No,Yes,Yes,No,Yes,No,No
3617-XLSGQ,No,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
7517-LDMPS,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,No,Yes
7244-KXYZN,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
5226-NOZFC,No,No,Yes,No,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,No
2672-HUYVI,No,No,Yes,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,No,Yes
1400-WIVLL,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
7508-MYBOG,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,No,No
8148-NLEGT,No internet service,No,Yes,No,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0148-DCDOS,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Yes
8347-GDTMP,No internet service,No,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
9992-RRAMN,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Yes
6746-WAUWT,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
0310-MVLET,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Yes
0428-IKYCP,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No
4550-VBOFE,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2187-PKZAY,No,No,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,No,Yes
4003-OCTMP,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes
6652-YFFJO,No,No,Yes,No,No,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes
7225-IILWY,No internet service,No,Yes,Yes,Yes,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
5248-RPYWW,Yes,No,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7923-IYJWY,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes
3170-GWYKC,Yes,No,Yes,No,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes
5696-QURRL,No,No,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
7409-KIUTL,No,Yes,Yes,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,No,No
9830-ECLEN,No,No,No,Yes,No phone service,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No
1732-VHUBQ,No,No,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,No
0495-RVCBF,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,Yes
2668-TZSPS,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
7854-EDSSA,No,No,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,No,No
8869-TORSS,Yes,Yes,Yes,No,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No
7446-SFAOA,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
9522-ZSINC,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
8234-GSZYK,No internet service,Yes,Yes,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6505-OZNPG,Yes,No,No,Yes,No phone service,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6164-HAQTX,Yes,Yes,No,No,No phone service,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No
0679-IDSTG,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,No
7765-LWVVH,No,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,No
1658-TJVOA,No,Yes,Yes,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,No
0953-LGOVU,Yes,No,No,Yes,No phone service,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No
2115-BFTIW,No,No,Yes,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,No,No
4692-NNQRU,Yes,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,No
7742-MYPGI,Yes,No,Yes,No,No,Yes,DSL,No,No,No,No,Yes,No,No,No
0611-DFXKO,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes
7780-OTDSO,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,No,Yes
9619-GSATL,Yes,Yes,Yes,No,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No
5622-UEJFI,No internet service,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9747-DDZOS,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,No
0674-DGMAQ,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,Yes
6203-HBZPA,Yes,Yes,No,Yes,No phone service,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
0484-FFVBJ,No,No,Yes,No,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
0301-FIDRB,Yes,Yes,No,No,No phone service,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
4139-JPIAM,Yes,No,No,Yes,No phone service,No,DSL,No,Yes,Yes,No,No,No,No,Yes
2181-TIDSV,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
2761-XECQW,No,Yes,No,Yes,No phone service,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes
1936-CZAKF,No,Yes,No,No,No phone service,Yes,DSL,No,No,No,Yes,Yes,Yes,No,Yes
9453-PATOS,Yes,Yes,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes
0564-JJHGS,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Yes
3348-CFRNX,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes
4402-FTBXC,No,No,Yes,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No
1428-GTBJJ,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,No
2931-XIQBR,Yes,No,Yes,Yes,No,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes
0106-UGRDO,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
5542-TBBWB,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,No,No,Yes,No,No,No
1930-QPBVZ,Yes,Yes,Yes,No,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,No,Yes
2606-PKWJB,Yes,No,No,No,No phone service,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No
5322-ZSMZY,No internet service,Yes,Yes,Yes,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
8059-UDZFY,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes
7740-BTPUX,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
5220-AGAAX,No internet service,Yes,Yes,No,Yes,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
0208-BPQEJ,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
9435-JMLSX,Yes,Yes,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes
3352-ALMCK,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
5312-IRCFR,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes
5294-IMHHT,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,No,Yes
8802-UNOJF,Yes,No,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,No
6313-GIDIT,No,Yes,No,Yes,No phone service,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
6176-YJWAS,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No
5310-NOOVA,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
4526-EXKKN,No internet service,No,Yes,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
5311-IHLEI,Yes,Yes,No,Yes,No phone service,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No
3987-KQDDU,No,Yes,Yes,No,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,No
3404-JNXAX,Yes,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
5131-PONJI,No,No,Yes,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,No
2845-AFFTX,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
3489-VSFRD,Yes,No,Yes,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No
3345-JHUEO,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
5815-HGGHV,Yes,No,Yes,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes
5260-UMPWX,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
2249-YPRNG,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes
7410-YTJIK,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No
4626-GYCZP,No,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Yes
5649-RXQTV,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2674-MIAHT,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,No,No
2576-HXMPA,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
7587-AOVVU,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,No
5590-BYNII,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes
6898-MDLZW,Yes,No,Yes,No,No,No,DSL,No,No,Yes,Yes,Yes,No,No,No
3237-AJGEH,Yes,Yes,No,Yes,No phone service,Yes,DSL,No,No,No,No,Yes,No,No,No
4707-YNOQA,No internet service,No,Yes,No,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
9357-UJRUN,Yes,No,Yes,No,Yes,No,DSL,No,Yes,Yes,No,No,No,No,No
1591-NFNLQ,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,No
8648-PFRMP,No,Yes,No,No,No phone service,No,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
7663-CUXZB,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
0258-NOKBL,No,No,Yes,No,No,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,Yes
1163-VIPRI,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes
2815-CPTUL,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,No
9348-ROUAI,Yes,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
9443-JUBUO,Yes,No,No,No,No phone service,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes
0596-BQCEQ,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1481-ZUWZA,No,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes
3043-TYBNO,Yes,No,Yes,No,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes
4830-FAXFM,No internet service,Yes,Yes,Yes,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
5906-BFOZT,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
2960-NKRSO,Yes,No,Yes,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,No
8996-ZROXE,Yes,No,Yes,No,No,Yes,DSL,No,No,Yes,No,Yes,No,Yes,No
5598-IKHQQ,No internet service,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
0397-ZXWQF,No internet service,No,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
5266-PFRQK,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
4674-HGNUA,Yes,Yes,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
6765-MBQNU,No internet service,No,Yes,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
9786-IJYDL,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1303-SRDOK,No,No,Yes,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,No,No
3769-MHZNV,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
6295-OSINB,No,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes
3308-MHOOC,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
2309-OSFEU,No,Yes,No,No,No phone service,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes
2207-QPJED,Yes,Yes,Yes,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No
4177-JPDFU,Yes,No,No,Yes,No phone service,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No
2239-CFOUJ,No internet service,No,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
8046-DNVTL,Yes,Yes,No,No,No phone service,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No
2209-XADXF,No,Yes,No,No,No phone service,No,DSL,Yes,No,Yes,No,No,No,No,No
6620-JDYNW,No,No,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Yes,No
1891-FZYSA,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,No
4770-UEZOX,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,No,No
1038-RQOST,No internet service,No,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
7613-LLQFO,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,No
4568-TTZRT,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
9513-DXHDA,Yes,Yes,Yes,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes
2640-PMGFL,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,No
3801-HMYNL,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes
0516-QREYC,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9685-WKZGT,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No
6022-UGGSO,No,No,Yes,No,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,No,No
8084-OIVBS,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
8896-BQTTI,No internet service,No,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
3865-QBWSJ,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,No
3352-RICWQ,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
2160-GPFXD,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No
2065-MMKGR,No,Yes,Yes,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes
5857-TYBCJ,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No
1498-NHTLT,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
4484-CGXFK,No,No,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,No,No,Yes
1402-PTHGN,Yes,Yes,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,No,No,No,No
4176-RELJR,No internet service,No,Yes,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6214-EDAKZ,Yes,No,Yes,Yes,No,No,DSL,No,No,Yes,Yes,Yes,No,No,No
5199-FPUSP,Yes,No,No,Yes,No phone service,No,DSL,Yes,Yes,No,No,No,No,No,No
6377-KSLXC,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
1796-JANOW,No internet service,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0238-WHBIQ,Yes,Yes,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8735-NBLWT,No internet service,Yes,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
6651-RLGGM,No internet service,Yes,Yes,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
6127-ISGTU,No,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
1614-JBEBI,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8740-XLHDR,Yes,No,No,No,No phone service,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1208-DNHLN,No,Yes,Yes,No,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,No
1761-AEZZR,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,No
3923-CSIHK,No,No,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
5696-EXCYS,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
5795-KTGUD,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
7120-RFMVS,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,No
7924-GJZFI,No,No,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,No
4702-HDRKD,Yes,No,No,No,No phone service,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No
8512-WIWYV,No internet service,No,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
5897-ZYEKH,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Yes
5456-ITGIC,Yes,Yes,No,Yes,No phone service,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7317-GGVPB,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1406-PUQVY,No,No,Yes,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,No
1322-AGOQM,No,No,No,Yes,No phone service,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No
3677-IYRBF,No,No,No,No,No phone service,No,DSL,Yes,No,No,No,Yes,No,Yes,No
5692-FPTAH,No,Yes,Yes,Yes,No,No,DSL,Yes,No,No,No,Yes,No,No,No
9114-AAFQH,No,No,Yes,No,No,Yes,DSL,No,No,No,Yes,No,No,Yes,Yes
8715-KKTFG,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
1550-LOAHA,No,Yes,Yes,No,No,No,Fiber optic,No,No,Yes,Yes,No,No,No,Yes
1728-BQDMA,No,No,Yes,Yes,No,No,DSL,Yes,No,No,No,Yes,No,No,No
0268-QKIWO,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
0876-WDUUZ,Yes,Yes,Yes,No,No,No,Fiber optic,No,No,No,No,No,No,No,Yes
5117-ZSMHQ,Yes,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5151-HQRDG,No,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,No
0960-HUWBM,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
6465-GSRCL,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Yes
0617-FHSGK,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No
0263-FJTQO,Yes,No,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,No
7319-ZNRTR,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
2858-MOFSQ,No,Yes,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No
7503-EPSZW,No internet service,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
7089-XXAYG,No,Yes,No,No,No phone service,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No
8118-LSUEL,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8070-AAWZP,Yes,Yes,No,No,No phone service,No,DSL,No,No,Yes,No,Yes,No,Yes,No
1666-JXLKU,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
7855-DIWPO,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No
5133-POWUA,No,No,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
5652-MSDEY,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,No
7005-CCBKV,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes
1810-BOHSY,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes
1784-BXEFA,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
7351-MHQVU,Yes,No,No,No,No phone service,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes
9224-VTYID,Yes,Yes,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes
9500-IWPXQ,Yes,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes
5762-TJXGK,No,Yes,No,No,No phone service,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
4504-YOULA,No,No,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,No,No
5569-IDSEY,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
4250-FDVOU,No,No,Yes,No,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No
7284-ZZLOH,No,Yes,Yes,No,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No
5277-ZLOOR,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,No,No
2141-RRYGO,No,No,Yes,No,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes
1777-JYQPJ,No,No,No,Yes,No phone service,Yes,DSL,No,No,Yes,No,Yes,No,No,No
6376-GAHQE,No,Yes,Yes,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,No
3401-URHDA,Yes,Yes,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,No,No
1599-EAHXY,No internet service,Yes,Yes,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8631-XVRZL,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
5052-PNLOS,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
